"kegg","n_mags_human","n_mags_wild","n_mags_NA","absent_human","absent_wild","absent_NA","p_value","odds_ratio","conf_low","conf_high","log_or","log2_or","se_log_or","se_log2_or","p_adj","prop_g1","prop_g2","diff_prop","species","contrast","n_mags_domestic","absent_domestic","neg_log10_padj","sig","ko","pathway_map","pathway_name","class","category"
"K03271",NA,1,4,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03273",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03275",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03278",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03299",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03307",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03339",NA,1,16,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K03339","path:map00562","Inositol phosphate metabolism","Metabolism; Carbohydrate metabolism","Metabolism"
"K03462",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03490",NA,7,1,NA,35,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.166666666666667,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03503",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03535",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03607",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03651",NA,7,1,NA,35,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.166666666666667,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K03651","path:map00230","Purine metabolism","Metabolism; Nucleotide metabolism","Metabolism"
"K03726",NA,5,1,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03744",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03799",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K03818",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K03818","path:map00543","Exopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K04195",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K04247",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K04566",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K04752",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K04761",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K04761","path:map02026","Biofilm formation - Escherichia coli","Cellular Processes; Cellular community - prokaryotes","Cellular Processes"
"K05337",NA,3,0,NA,39,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05346",NA,5,2,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05349",NA,4,0,NA,38,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0952380952380952,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05350",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05352",NA,5,7,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05361",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05389",NA,1,8,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05791",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05795",NA,4,0,NA,38,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0952380952380952,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05801",NA,10,1,NA,32,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05811",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05886",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05897",NA,3,4,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05901",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05925",NA,1,1,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05946",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K05946","path:map00552","Teichoic acid biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K05964",NA,5,1,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K05989",NA,7,1,NA,35,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.166666666666667,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06019",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K06019","path:map00190","Oxidative phosphorylation","Metabolism; Energy metabolism","Metabolism"
"K06113",NA,5,19,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06188",NA,3,1,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06218",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06237",NA,1,3,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06320",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06384",NA,1,8,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06461",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06607",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06610",NA,7,0,NA,35,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.166666666666667,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06675",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06871",NA,21,25,NA,21,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.5,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06882",NA,3,0,NA,39,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06919",NA,3,2,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06927",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06946",NA,1,6,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06971",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K06993",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07017",NA,21,20,NA,21,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.5,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07025",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07031",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07050",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07053",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07104",NA,23,20,NA,19,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.547619047619048,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07133",NA,1,1,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07149",NA,2,3,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07150",NA,3,1,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07240",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07318",NA,2,4,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07341",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07392",NA,1,1,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07445",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07448",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07452",NA,5,2,NA,37,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07473",NA,6,0,NA,36,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.142857142857143,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07479",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07494",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07552",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07651",NA,1,5,NA,41,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07672",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07686",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K07686","path:map02020","Two-component system","Environmental Information Processing; Signal transduction","Environmental Information Processing"
"K07699",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07726",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07733",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K07780",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08139",NA,6,0,NA,36,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.142857142857143,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08167",NA,5,0,NA,37,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08255",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08309",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08313",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08320",NA,14,15,NA,28,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.333333333333333,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08322",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08679",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08757",NA,5,0,NA,37,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.119047619047619,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08981",NA,2,1,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K08992",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09004",NA,3,2,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09124",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09136",NA,3,5,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09144",NA,2,1,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09161",NA,4,2,NA,38,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0952380952380952,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09167",NA,2,1,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09250",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09251",NA,2,18,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K09251","path:map00310","Lysine degradation","Metabolism; Amino acid metabolism","Metabolism"
"K09384",NA,3,3,NA,39,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09470",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09571",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09717",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09820",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09930",NA,4,1,NA,38,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0952380952380952,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09960",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09961",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K09988",NA,2,15,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K09988","path:map00040","Pentose and glucuronate interconversions","Metabolism; Carbohydrate metabolism","Metabolism"
"K10231",NA,16,3,NA,26,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.380952380952381,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K10268",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K10352",NA,2,3,NA,40,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K10398",NA,2,0,NA,40,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0476190476190476,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K10679",NA,3,0,NA,39,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0714285714285714,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K10906",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K11004",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,"ko:K11004","path:map02010","ABC transporters","Environmental Information Processing; Membrane transport","Environmental Information Processing"
"K11433",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
"K11496",NA,1,0,NA,41,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0238095238095238,NA,NA,"lactococcus_lactis","WildvsDomestic",0,0,0,FALSE,NA,NA,NA,NA,NA
