"kegg","n_mags_human","n_mags_wild","n_mags_NA","absent_human","absent_wild","absent_NA","p_value","odds_ratio","conf_low","conf_high","log_or","log2_or","se_log_or","se_log2_or","p_adj","prop_g1","prop_g2","diff_prop","species","contrast","n_mags_domestic","absent_domestic","neg_log10_padj","sig","ko","pathway_map","pathway_name","class","category"
"K06518",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06530",2,0,0,118,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0166666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06607",72,2,1,48,8,NA,0.0193369586583295,5.92181779569925,1.11568968294701,59.6265777315039,1.77864346184695,2.56604010191617,1.01495628733338,1.46427240245494,0.392662205548421,0.6,0.2,-0.4,"bacteroides_fragilis","HumanvsWild",NA,NA,0.405980898351881,FALSE,NA,NA,NA,NA,NA
"K06617",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K06694",2,0,0,118,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0166666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06836",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06861",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06867",11,0,0,109,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0916666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06871",119,9,8,1,1,NA,0.148479427549195,12.5963843588825,0.151701091901129,1035.61266101608,2.53340981713354,3.65493777971798,2.25219175216031,3.2492258719727,1,0.991666666666667,0.9,-0.0916666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06872",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K06877",13,0,1,107,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.108333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06880",116,10,5,4,0,NA,1,0,0,19.6691733108009,-Inf,-Inf,Inf,Inf,1,0.966666666666667,1,0.0333333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06881",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06882",2,0,0,118,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0166666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06885",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K06888",106,10,8,14,0,NA,0.599362321023902,0,0,3.82503581827605,-Inf,-Inf,Inf,Inf,1,0.883333333333333,1,0.116666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06889",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06894",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06896",2,2,0,118,8,0,0.0295724578479569,0.0713596988666956,0.00460880618494863,1.10089125572446,-2.64002201063667,-3.80874666258323,1.39691492392352,2.01532223328825,0.560137142767183,0.0166666666666667,0.2,0.183333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0.251705628252528,FALSE,"ko:K06896","path:map00500","Starch and sucrose metabolism","Metabolism; Carbohydrate metabolism","Metabolism"
"K06897",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,"ko:K06897","path:map00790","Folate biosynthesis","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K06900",8,0,0,112,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0666666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06903",108,4,4,12,6,NA,0.000461065676162086,12.9983979497423,2.66948736625373,72.1738764027244,2.56482611523232,3.70026191718817,0.841120331996874,1.21348013176277,0.0399708474642055,0.9,0.4,-0.5,"bacteroides_fragilis","HumanvsWild",NA,NA,1.39825664370571,TRUE,NA,NA,NA,NA,NA
"K06904",97,6,5,23,4,NA,0.214826770564871,2.78378130704764,0.533202868114646,12.8792374292302,1.02381018588368,1.47704587798599,0.812364751211911,1.17199459796642,1,0.808333333333333,0.6,-0.208333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06907",10,0,0,110,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06909",31,0,3,89,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.258333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06911",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06914",3,0,0,117,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.025,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06915",8,0,0,112,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0666666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06919",14,0,1,106,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.116666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06920",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06921",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06922",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06925",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06926",69,1,5,51,9,NA,0.00565657434543262,11.9872119526977,1.57534015027142,539.80663842938,2.48384041094882,3.58342424323547,1.48896422986346,2.14812131048506,0.155486811885428,0.575,0.1,-0.475,"bacteroides_fragilis","HumanvsWild",NA,NA,0.808306441159829,FALSE,NA,NA,NA,NA,NA
"K06933",3,0,0,117,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.025,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06934",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06941",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06949",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K06959",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06969",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06970",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06973",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06975",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06985",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06996",119,9,8,1,1,NA,0.148479427549195,12.5963843588825,0.151701091901129,1035.61266101608,2.53340981713354,3.65493777971798,2.25219175216031,3.2492258719727,1,0.991666666666667,0.9,-0.0916666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06997",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K06999",108,9,6,12,1,NA,1,1,0.0210803287971609,8.42135767149141,0,0,1.52810867774063,2.2045948113158,1,0.9,0.9,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07000",3,0,0,117,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.025,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07001",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07003",7,0,0,113,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0583333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07004",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07005",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07010",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07012",13,0,0,107,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.108333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07025",118,10,8,2,0,NA,1,0,0,66.4085952063175,-Inf,-Inf,Inf,Inf,1,0.983333333333333,1,0.0166666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07027",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07029",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07031",23,0,1,97,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.191666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07032",7,0,1,113,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0583333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07037",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07040",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07042",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07045",25,0,4,95,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.208333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07047",8,2,3,112,8,NA,0.171797818834217,0.289975392485944,0.0453512916661598,3.24709156947021,-1.23795921309862,-1.78599761756019,1.08956028434661,1.57190321897642,1,0.0666666666666667,0.2,0.133333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07050",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07052",112,10,8,8,0,NA,1,0,0,7.67372426197671,-Inf,-Inf,Inf,Inf,1,0.933333333333333,1,0.0666666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07053",15,0,1,105,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.125,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07056",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07057",5,0,3,115,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0416666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07058",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07059",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07071",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07078",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07079",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07082",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K07085",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07089",7,0,0,113,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0583333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07091",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07095",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07096",6,0,0,114,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.05,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07098",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07099",1,1,0,119,9,0,0.148479427549195,0.0793878601596359,0.000965611987612147,6.59191036444057,-2.53340981713355,-3.65493777971799,2.2521917521603,3.24922587197268,1,0.00833333333333333,0.1,0.0916666666666667,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07106",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07107",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07114",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07115",9,7,5,111,3,NA,1.06422769488844e-05,0.0368901391627435,0.0052322593480618,0.193263585882353,-3.29981099501028,-4.76062095837221,0.920717297090387,1.32831427857299,0.00479753844855707,0.075,0.7,0.625,"bacteroides_fragilis","HumanvsWild",NA,NA,2.31898153604444,TRUE,NA,NA,NA,NA,NA
"K07118",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07124",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07126",116,10,8,4,0,NA,1,0,0,19.6691733108009,-Inf,-Inf,Inf,Inf,1,0.966666666666667,1,0.0333333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07127",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07132",5,0,0,115,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0416666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07133",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07137",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07139",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07148",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07149",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07154",116,10,6,4,0,NA,1,0,0,19.6691733108009,-Inf,-Inf,Inf,Inf,1,0.966666666666667,1,0.0333333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07164",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07165",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07171",24,0,1,96,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.2,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07172",25,0,1,95,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.208333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07175",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07192",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K07217",2,0,0,118,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0166666666666667,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07218",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07220",3,0,0,117,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.025,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07221",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07223",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07228",4,0,0,116,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.0333333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07231",1,0,0,119,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.00833333333333333,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07238",6,0,0,114,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,0.05,NA,NA,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07240",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07257",51,2,1,69,8,NA,0.198470327552195,2.93498712756648,0.553064102097936,29.5250287835347,1.07670306743278,1.55335417589521,1.01467339391658,1.46386427352543,1,0.425,0.2,-0.225,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07259",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07263",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07264",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,"ko:K07264","path:map00540","Lipopolysaccharide biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K07267",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07270",101,10,4,19,0,NA,0.356200976346946,0,0,2.61465848330784,-Inf,-Inf,Inf,Inf,1,0.841666666666667,1,0.158333333333333,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07271",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,"ko:K07271","path:map00552","Teichoic acid biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K07273",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K07275",120,9,8,0,1,NA,0.0769230769230769,Inf,0.30769229248047,Inf,Inf,Inf,Inf,Inf,0.595823420565689,1,0.9,-0.1,"bacteroides_fragilis","HumanvsWild",NA,NA,0.224882429582656,FALSE,NA,NA,NA,NA,NA
"K07277",120,10,8,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"bacteroides_fragilis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
